-7.250096648931503296e-02 9.901227802038192749e-02 3.833732753992080688e-02 -3.023188412189483643e-01 -1.443365067243576050e-01 -1.016890406608581543e-01 1.478322595357894897e-01 -1.624360382556915283e-01
2.604612410068511963e-01 2.706334926187992096e-02 9.794135391712188721e-02 1.942469924688339233e-01 -2.546891868114471436e-01 -1.268812268972396851e-01 6.571768224239349365e-02 -2.930380105972290039e-01
1.873317211866378784e-01 2.298619002103805542e-01 -2.602365016937255859e-01 6.078987196087837219e-02 -2.030415087938308716e-01 3.750962316989898682e-01 -9.854471683502197266e-02 1.235798522830009460e-01
-1.234569819644093513e-03 1.127817779779434204e-01 1.161512136459350586e-01 1.100306734442710876e-01 3.002346754074096680e-01 -1.661871559917926788e-02 1.792027354240417480e-01 2.809912860393524170e-01
-4.576220735907554626e-02 1.209099665284156799e-01 -6.928037106990814209e-02 -1.126267686486244202e-01 -3.281727135181427002e-01 1.112960800528526306e-01 8.188302069902420044e-02 -6.420718971639871597e-03
3.718094527721405029e-01 -9.205952286720275879e-02 1.952009201049804688e-01 -1.106612905859947205e-01 -2.158041857182979584e-02 -2.101300060749053955e-01 -3.364388346672058105e-01 1.682122945785522461e-01
2.668383121490478516e-01 1.998777836561203003e-01 -9.289755672216415405e-02 8.228912204504013062e-02 -9.332043677568435669e-02 3.485295474529266357e-01 -1.375110894441604614e-01 -3.846037685871124268e-01
6.314019858837127686e-02 5.704518035054206848e-02 2.948957979679107666e-01 -3.114845454692840576e-01 2.514578104019165039e-01 1.157031860202550888e-02 -4.296594485640525818e-02 1.382092088460922241e-01
7.297680526971817017e-02 -6.999713182449340820e-02 -1.273197084665298462e-01 -1.343922913074493408e-01 -2.011451274156570435e-01 1.092795953154563904e-01 -6.048849970102310181e-02 3.588986098766326904e-01
9.662758558988571167e-02 -3.568256795406341553e-01 8.366851508617401123e-02 1.204089671373367310e-01 3.362793326377868652e-01 -2.152661420404911041e-02 -1.336642354726791382e-01 -1.141885444521903992e-01
-5.691669136285781860e-02 1.247773766517639160e-01 -1.677371561527252197e-01 2.877949178218841553e-02 4.965120460838079453e-03 -2.363531850278377533e-02 -1.115463376045227051e-01 5.017730593681335449e-02
1.151076611131429672e-02 -1.061261445283889771e-01 3.669174760580062866e-02 -4.335855320096015930e-02 1.354843527078628540e-01 -1.629295349121093750e-01 2.325208187103271484e-01 -2.854010462760925293e-02
7.502108812332153320e-02 -3.354484736919403076e-01 -2.477963827550411224e-02 7.108175754547119141e-02 -3.316719532012939453e-01 3.036654889583587646e-01 -2.432738989591598511e-01 -3.006510734558105469e-01
-1.466127187013626099e-01 3.091846704483032227e-01 -1.649110168218612671e-01 -6.367696914821863174e-03 -1.192001849412918091e-01 2.889376580715179443e-01 -1.961833089590072632e-01 2.154044210910797119e-01
1.185374259948730469e-01 3.164906054735183716e-02 1.331681907176971436e-01 3.168902546167373657e-02 2.208918333053588867e-01 3.679417967796325684e-01 -9.662878513336181641e-02 -3.496204316616058350e-02
1.735374778509140015e-01 2.001005262136459351e-01 1.987213455140590668e-02 5.779105052351951599e-02 -8.384458720684051514e-02 6.117784976959228516e-02 1.875161379575729370e-01 -8.223793655633926392e-02
