3.271645633503794670e-03 -2.262316793203353882e-01 -1.673013865947723389e-01 2.910916507244110107e-01 -2.237907145172357559e-03
2.247789204120635986e-01 3.781861811876296997e-02 -3.513849675655364990e-01 2.026856392621994019e-01 -5.689939484000205994e-02
-6.765778642147779465e-03 5.010579898953437805e-02 4.030064865946769714e-02 1.948278211057186127e-02 8.926689624786376953e-02
-2.277221530675888062e-01 6.646138429641723633e-02 -2.256455598399043083e-03 -1.709350645542144775e-01 9.082416445016860962e-02
1.456084847450256348e-01 7.253335416316986084e-02 1.795015037059783936e-01 4.568405076861381531e-02 2.772298157215118408e-01
-1.124304756522178650e-01 -2.708153426647186279e-01 -1.508860141038894653e-01 7.837235927581787109e-02 -5.482678487896919250e-02
-1.862744688987731934e-01 -1.515877097845077515e-01 1.829429268836975098e-01 1.466850191354751587e-01 -1.940694004297256470e-01
-6.868691742420196533e-02 -3.367938697338104248e-01 -8.577080070972442627e-02 -1.366005390882492065e-01 -1.040694396942853928e-02
1.608256548643112183e-01 8.829411119222640991e-02 -2.212904244661331177e-01 1.376361548900604248e-01 -2.532991468906402588e-01
-2.199783734977245331e-02 4.382422193884849548e-02 1.557818055152893066e-02 -2.204567044973373413e-01 -1.021295115351676941e-01
3.588553890585899353e-02 -2.293142825365066528e-01 1.568439900875091553e-01 -1.021121144294738770e-01 8.310719579458236694e-02
-1.711442917585372925e-01 1.623830646276473999e-01 1.513115614652633667e-01 5.235658958554267883e-02 2.697251141071319580e-01
1.556219309568405151e-01 2.492893487215042114e-01 -4.895382747054100037e-02 -1.825211197137832642e-01 2.111047804355621338e-01
-1.423150748014450073e-01 -5.445475131273269653e-02 -2.169033512473106384e-02 6.094386056065559387e-02 -3.471592664718627930e-01
-1.428181380033493042e-01 -9.483189135789871216e-02 3.812678754329681396e-01 9.389995783567428589e-02 3.394347429275512695e-02
-1.639036983251571655e-01 -2.473399490118026733e-01 2.988062566146254539e-03 1.217973791062831879e-02 2.049609720706939697e-01
2.411272376775741577e-01 -2.665368020534515381e-01 1.309382822364568710e-02 -2.523331344127655029e-02 6.410696357488632202e-02
-1.343652606010437012e-01 -2.445553094148635864e-01 2.407222837209701538e-01 -6.060858443379402161e-02 1.824726462364196777e-01
1.324004083871841431e-01 2.225356549024581909e-01 4.257714748382568359e-02 5.783385783433914185e-02 -8.276841044425964355e-02
-2.647329568862915039e-01 2.678238153457641602e-01 5.749609693884849548e-02 8.872531354427337646e-02 -6.446170061826705933e-02
-8.066155016422271729e-02 -2.554964423179626465e-01 1.171982064843177795e-01 1.183403655886650085e-01 -2.214657366275787354e-01
-2.306613475084304810e-01 -3.951100111007690430e-01 2.322834730148315430e-01 3.990814089775085449e-01 -3.765044212341308594e-01
-1.000297442078590393e-01 -2.985236346721649170e-01 -8.171094208955764771e-02 -3.930391371250152588e-02 1.000018641352653503e-01
7.452954351902008057e-02 1.327173560857772827e-01 -2.111225128173828125e-01 2.696867883205413818e-01 2.300007194280624390e-01
7.067804783582687378e-02 3.797661960124969482e-01 2.314664125442504883e-01 6.685899198055267334e-02 -2.305682003498077393e-02
-8.687729388475418091e-02 8.991702459752559662e-03 8.988537639379501343e-02 3.342071473598480225e-01 -1.836132258176803589e-02
-1.600425243377685547e-01 6.431307643651962280e-02 3.261591866612434387e-02 -1.368340104818344116e-01 -2.385618239641189575e-01
1.609580032527446747e-02 2.244184762239456177e-01 2.324922382831573486e-01 -4.212713986635208130e-02 7.685052603483200073e-02
-3.020493686199188232e-01 -8.587644249200820923e-02 3.377528190612792969e-01 -9.354507923126220703e-02 -1.694155111908912659e-02
2.814787030220031738e-01 -1.051800251007080078e-01 1.521510183811187744e-01 -1.741245090961456299e-01 1.041697412729263306e-01
-2.132667414844036102e-02 -8.838651701807975769e-03 6.001510843634605408e-02 -1.146154329180717468e-01 1.836903020739555359e-02
1.646078526973724365e-01 1.462453138083219528e-02 1.990422755479812622e-01 -1.390812844038009644e-01 -1.704465746879577637e-01
6.267524510622024536e-02 -2.467860095202922821e-02 5.401167273521423340e-02 -1.883834600448608398e-01 4.152842983603477478e-02
-2.372385002672672272e-02 -2.405479177832603455e-02 -6.817258894443511963e-02 -1.440756767988204956e-01 -7.397371809929609299e-03
6.656285375356674194e-02 -2.076802700757980347e-01 2.882253825664520264e-01 -2.417165040969848633e-02 3.981375694274902344e-01
-1.673014163970947266e-01 -7.954818755388259888e-02 -3.224070370197296143e-02 1.774989813566207886e-01 1.814772039651870728e-01
-1.119675412774085999e-01 -4.925115033984184265e-03 -1.286265999078750610e-02 -9.090024977922439575e-02 1.369549334049224854e-01
