4.852922260761260986e-02 -1.118713393807411194e-01
-4.778398573398590088e-02 1.409967988729476929e-01
-2.065937966108322144e-01 1.823295503854751587e-01
2.333484143018722534e-01 2.019474059343338013e-01
2.114113122224807739e-01 1.477822214365005493e-01
-1.401753276586532593e-01 -5.641175061464309692e-02
9.027805179357528687e-03 8.552846312522888184e-02
3.325781524181365967e-01 -1.991954892873764038e-01
2.825119197368621826e-01 -3.889114409685134888e-02
9.512358903884887695e-02 6.407075375318527222e-02
2.412689477205276489e-01 -3.861549496650695801e-02
8.104712516069412231e-02 3.822648525238037109e-02
1.873385719954967499e-02 7.451901584863662720e-02
1.004705429077148438e-01 -3.935885056853294373e-02
3.854098021984100342e-01 1.156986132264137268e-01
-2.362190485000610352e-01 -1.516661345958709717e-01
7.184423506259918213e-02 1.061493307352066040e-01
-2.851991355419158936e-01 1.778024286031723022e-01
6.461542099714279175e-02 -9.339102357625961304e-02
2.753961980342864990e-01 -1.389091461896896362e-01
