-8.819304406642913818e-02 -3.504854813218116760e-02 -2.391345500946044922e-01 2.445537829771637917e-03
-5.996963009238243103e-02 -1.953314989805221558e-01 -1.695444248616695404e-02 1.154356151819229126e-01
-1.592496186494827271e-01 -7.373384386301040649e-02 5.751189216971397400e-02 8.111902326345443726e-02
-2.735385438427329063e-03 -7.352800667285919189e-02 -1.886325143277645111e-02 1.123583912849426270e-01
-3.941712081432342529e-01 -1.294144392013549805e-01 1.882871091365814209e-01 2.759717404842376709e-02
2.111360877752304077e-01 1.823446899652481079e-01 -1.720166355371475220e-01 2.568300366401672363e-01
-8.310278505086898804e-02 1.115524861961603165e-02 2.645936906337738037e-01 -1.872194856405258179e-01
-5.222914367914199829e-02 -1.011961884796619415e-02 -2.787020802497863770e-01 1.373189408332109451e-02
-7.694974541664123535e-02 -2.288843393325805664e-01 2.735613286495208740e-01 9.501692652702331543e-02
1.127929091453552246e-01 -2.549634873867034912e-01 -3.520509004592895508e-01 1.933523118495941162e-01
-3.438323363661766052e-02 9.418626129627227783e-02 -1.261735409498214722e-01 6.115887314081192017e-02
2.474537640810012817e-01 -1.466471934691071510e-03 1.996707320213317871e-01 3.658987283706665039e-01
-3.560100495815277100e-01 -6.973771750926971436e-02 1.361087411642074585e-01 3.219341859221458435e-02
4.908964037895202637e-02 1.737378388643264771e-01 -8.161894977092742920e-03 -3.738531470298767090e-01
-2.926837280392646790e-02 4.483136907219886780e-02 7.398748397827148438e-02 -2.270494550466537476e-01
-1.481728106737136841e-01 -3.394741714000701904e-01 -5.345921590924263000e-02 2.342241816222667694e-02
1.136689912527799606e-02 3.209995627403259277e-01 -2.433962672948837280e-01 1.449652761220932007e-01
7.564818114042282104e-02 7.137949019670486450e-02 -1.302385609596967697e-02 1.242531538009643555e-01
1.154067665338516235e-01 -2.273425310850143433e-01 -6.300119310617446899e-02 -1.111272349953651428e-01
9.015776962041854858e-02 -3.376129642128944397e-02 -9.262999147176742554e-02 1.170813068747520447e-01
-4.390027001500129700e-02 -8.324509114027023315e-02 -8.875873684883117676e-02 -2.800853848457336426e-01
6.047982722520828247e-02 -6.406176090240478516e-02 -6.720160692930221558e-02 -2.890309095382690430e-01
1.302661746740341187e-01 -2.495609819889068604e-01 2.366809733211994171e-02 1.987404674291610718e-01
-6.286122649908065796e-02 1.640357971191406250e-01 -2.758434116840362549e-01 -1.431347876787185669e-01
7.344479858875274658e-02 -2.156538069248199463e-01 -1.892735213041305542e-01 2.144861966371536255e-01
6.319888681173324585e-02 1.959913223981857300e-01 3.059979081153869629e-01 -2.948839962482452393e-01
1.101182475686073303e-01 -2.419735491275787354e-01 1.613859669305384159e-03 3.915463015437126160e-02
-2.259623259305953979e-01 -2.925438582897186279e-01 6.583802402019500732e-02 2.254984825849533081e-01
-1.088653430342674255e-01 -3.636518865823745728e-02 1.802885718643665314e-02 2.531979978084564209e-01
8.229438960552215576e-02 2.863687872886657715e-01 -2.074895426630973816e-02 -2.633085241541266441e-03
-3.192088901996612549e-01 -1.938709020614624023e-01 -2.015715837478637695e-01 1.846499592065811157e-01
2.292501181364059448e-02 1.473200172185897827e-01 3.862849995493888855e-02 -1.120118424296379089e-01
-9.328791499137878418e-02 1.357507854700088501e-01 1.914293020963668823e-01 -1.364699453115463257e-01
-6.707372516393661499e-02 1.815214902162551880e-01 2.668029963970184326e-01 -1.378163993358612061e-01
-2.264487743377685547e-01 -5.230575799942016602e-03 7.506685703992843628e-02 2.901996970176696777e-01
-2.571712136268615723e-01 2.551496960222721100e-02 -8.298868685960769653e-02 -1.788251847028732300e-01
3.710767924785614014e-01 4.429518431425094604e-02 -1.219255924224853516e-01 -4.818388074636459351e-02
3.847952783107757568e-01 2.725664079189300537e-01 1.207079291343688965e-01 -7.004589587450027466e-02
-8.119361847639083862e-02 -2.165659219026565552e-01 5.350355058908462524e-02 1.733355522155761719e-01
1.426962465047836304e-01 -4.179859906435012817e-02 2.133150212466716766e-02 -1.862478107213973999e-01
-2.988981902599334717e-01 -2.066937237977981567e-01 -1.173716112971305847e-01 -1.120988875627517700e-01
1.886852830648422241e-01 -4.002253711223602295e-02 8.717679232358932495e-02 -2.570786178112030029e-01
-4.776147007942199707e-02 2.061532586812973022e-01 -1.129880920052528381e-01 6.358952820301055908e-02
8.111678808927536011e-02 -3.129633963108062744e-01 -2.017008066177368164e-01 -5.138517171144485474e-02
-1.240653395652770996e-01 2.216292917728424072e-01 2.492185086011886597e-01 -3.347179293632507324e-01
1.079164892435073853e-01 -1.555350422859191895e-01 1.887519210577011108e-01 1.890003532171249390e-01
1.624471396207809448e-01 -2.136868191882967949e-03 -1.656484901905059814e-01 -1.991916447877883911e-01
-4.331838339567184448e-02 1.561336498707532883e-02 -9.803566336631774902e-02 3.053626716136932373e-01
-2.500955164432525635e-01 -1.336360573768615723e-01 -9.425625950098037720e-02 -2.167176753282546997e-01
-1.328047513961791992e-01 -9.313684701919555664e-02 -2.885023653507232666e-01 8.401124924421310425e-02
-1.968781650066375732e-01 -1.392918378114700317e-01 2.298658937215805054e-01 -8.851937204599380493e-02
-1.325099915266036987e-01 -1.708823740482330322e-01 3.770067989826202393e-01 1.132721081376075745e-01
-3.480626270174980164e-02 1.764237433671951294e-01 -3.383462876081466675e-02 -3.344027101993560791e-01
-5.150857195258140564e-02 3.285015523433685303e-01 9.608078747987747192e-02 -9.336958825588226318e-02
-5.615629628300666809e-02 -4.872662574052810669e-02 -2.710662782192230225e-01 8.285467512905597687e-03
-8.116333186626434326e-02 1.979304105043411255e-01 3.148682415485382080e-02 7.205142080783843994e-02
-9.770366549491882324e-02 3.270351886749267578e-01 -2.882939279079437256e-01 1.523396670818328857e-01
1.005832925438880920e-01 -1.283491253852844238e-01 -2.343426197767257690e-01 9.089460223913192749e-02
2.423441708087921143e-01 -1.494764387607574463e-01 -2.431026548147201538e-01 -1.055063232779502869e-01
2.515595555305480957e-01 -3.911732137203216553e-01 -1.244658976793289185e-01 -1.177292242646217346e-01
6.120557710528373718e-02 7.563295215368270874e-02 -1.768387705087661743e-01 -2.387098819017410278e-01
-1.388347446918487549e-01 1.663535088300704956e-02 3.309810534119606018e-03 2.583551406860351562e-01
3.230940550565719604e-02 -1.963892877101898193e-01 1.934557110071182251e-01 -1.743683964014053345e-01
-3.677878901362419128e-02 1.660962700843811035e-01 -1.307403296232223511e-01 2.416125684976577759e-02
1.458041816949844360e-01 -2.852395474910736084e-01 -3.629405200481414795e-01 1.481221169233322144e-01
1.805745810270309448e-01 3.542005419731140137e-01 -4.199341312050819397e-02 -7.956106215715408325e-02
1.315819472074508667e-01 4.571711272001266479e-02 5.069856718182563782e-02 -9.438576549291610718e-02
-1.819699108600616455e-01 -2.417127937078475952e-01 1.360343694686889648e-01 -2.355177402496337891e-01
1.822695732116699219e-01 -2.112898975610733032e-02 -2.305516740307211876e-03 1.771836876869201660e-01
-1.814712733030319214e-01 1.135300770401954651e-01 -6.719014048576354980e-02 1.362842172384262085e-01
-1.268139015883207321e-02 1.249993871897459030e-02 -2.548409439623355865e-02 -3.370428830385208130e-02
6.217297911643981934e-02 -2.487111538648605347e-01 6.763372570276260376e-02 6.617876142263412476e-02
2.956925146281719208e-02 -1.228006742894649506e-02 -2.561483383178710938e-01 -1.753709279000759125e-02
2.109231948852539062e-01 3.910361230373382568e-02 4.723904281854629517e-02 3.487464040517807007e-02
5.589709430932998657e-02 -2.100375108420848846e-02 5.915026180446147919e-03 -2.061822265386581421e-01
1.794373430311679840e-02 -2.812475198879837990e-03 7.663296908140182495e-02 -4.162975121289491653e-03
1.043739244341850281e-01 7.463844120502471924e-02 -1.513812988996505737e-01 2.840696573257446289e-01
2.978897988796234131e-01 6.634593009948730469e-02 -2.014097273349761963e-01 3.429576456546783447e-01
2.101358622312545776e-01 -5.963066965341567993e-02 -2.317363321781158447e-01 -1.554925180971622467e-02
-4.361370112746953964e-03 2.785809040069580078e-01 -2.354387789964675903e-01 -3.292045295238494873e-01
