-5.198660492897033691e-02 -1.740664541721343994e-01 2.809118032455444336e-01 -2.241965830326080322e-01 -2.670882046222686768e-01 -1.474896669387817383e-01
8.078359067440032959e-02 1.210168749094009399e-02 -1.835386753082275391e-01 -9.597522765398025513e-02 8.936255425214767456e-02 1.101941466331481934e-01
4.122553393244743347e-02 -7.132105529308319092e-02 -3.692078217864036560e-02 1.670949459075927734e-01 2.841004543006420135e-02 -2.620531618595123291e-02
-2.054076492786407471e-01 1.153214201331138611e-01 1.088056787848472595e-01 5.109871178865432739e-02 -2.251904308795928955e-01 6.844689697027206421e-02
6.201108172535896301e-02 -1.398990303277969360e-01 -1.079591736197471619e-01 -1.808490753173828125e-01 -1.410112231969833374e-01 -2.102665007114410400e-01
2.110020667314529419e-01 -1.177676692605018616e-01 -3.992968425154685974e-02 3.478196561336517334e-01 -1.997447013854980469e-01 -1.183878108859062195e-01
-2.531787157058715820e-01 -1.480638142675161362e-02 -1.674703508615493774e-02 1.367768943309783936e-01 -7.508364319801330566e-02 -4.542080685496330261e-02
3.686575219035148621e-02 -1.835436671972274780e-01 -3.916707932949066162e-01 2.690539658069610596e-01 1.703393310308456421e-01 -2.031917423009872437e-01
1.233680993318557739e-01 8.938184380531311035e-02 -2.667107284069061279e-01 1.034647822380065918e-01 -1.071825996041297913e-02 -3.068128041923046112e-02
-1.499749869108200073e-01 -1.340229213237762451e-01 -7.589494436979293823e-02 1.495413929224014282e-01 -4.076472669839859009e-02 2.752225995063781738e-01
-8.241874724626541138e-02 -5.633077770471572876e-02 1.631786078214645386e-01 -3.533072173595428467e-01 -5.346743017435073853e-02 -7.210998982191085815e-02
-1.765548586845397949e-01 2.235753647983074188e-02 -1.053562760353088379e-01 2.430856414139270782e-02 -1.247470378875732422e-01 -4.902702942490577698e-02
3.179811537265777588e-01 -3.607887625694274902e-01 -4.307623952627182007e-02 -1.343879010528326035e-02 2.557759284973144531e-01 1.501209735870361328e-01
1.374028772115707397e-01 3.919753730297088623e-01 -1.062247678637504578e-01 -2.272241003811359406e-02 -1.490504294633865356e-01 -2.829098999500274658e-01
-3.778030723333358765e-02 3.048174083232879639e-01 -1.236835271120071411e-01 -3.212441802024841309e-01 2.343892604112625122e-01 -2.265123128890991211e-01
-3.292788267135620117e-01 -1.415103524923324585e-01 -8.800598233938217163e-02 1.643732539378106594e-03 2.780970036983489990e-01 3.934434354305267334e-01
-2.172021381556987762e-02 -2.255701869726181030e-01 -1.965979635715484619e-01 -5.425892025232315063e-02 8.115714043378829956e-02 -5.135609582066535950e-02
2.588244080543518066e-01 3.720398247241973877e-02 -1.531382501125335693e-01 7.644025026820600033e-04 3.104478716850280762e-01 -2.918920218944549561e-01
1.209272667765617371e-01 2.144166529178619385e-01 1.030342802405357361e-01 -3.575456738471984863e-01 -2.784650921821594238e-01 -1.092766906367614865e-04
-3.788826167583465576e-01 -1.655603200197219849e-02 2.620027363300323486e-01 9.875798225402832031e-02 -2.276504784822463989e-01 3.753416612744331360e-02
2.002197504043579102e-01 -2.115445956587791443e-02 8.847402781248092651e-02 7.031657546758651733e-02 1.589648076333105564e-03 -2.409803681075572968e-02
-2.049054950475692749e-01 1.163661628961563110e-01 -1.239351183176040649e-01 -1.715420782566070557e-01 -1.635916344821453094e-02 -2.807172834873199463e-01
-8.915790915489196777e-02 2.194602340459823608e-01 2.587249875068664551e-01 -4.106558859348297119e-02 -3.104691207408905029e-01 7.768737524747848511e-02
2.407737523317337036e-01 1.340736914426088333e-02 -8.308012783527374268e-02 -1.121613103896379471e-02 -2.629544734954833984e-01 1.719640344381332397e-01
4.811174049973487854e-02 7.566466182470321655e-02 2.221090719103813171e-02 1.043840274214744568e-01 -4.501052200794219971e-02 2.199823409318923950e-01
1.835811138153076172e-01 -1.337147206068038940e-01 -3.166986405849456787e-01 -3.608533143997192383e-01 6.190384551882743835e-02 8.081185072660446167e-02
1.153238564729690552e-01 -7.588832825422286987e-02 1.303403228521347046e-01 -1.840132921934127808e-01 -1.950074136257171631e-01 -7.643263041973114014e-02
-2.132966369390487671e-01 2.282846421003341675e-01 -3.757245838642120361e-01 -1.063561365008354187e-01 -8.915884047746658325e-02 1.692537665367126465e-01
-1.144692674279212952e-01 -1.930650472640991211e-01 -3.211974725127220154e-02 1.598336845636367798e-01 -8.765538223087787628e-03 1.025017164647579193e-02
