1.282653659582138062e-01 -3.260640203952789307e-01 5.932400934398174286e-03 -7.869372516870498657e-02 2.165329754352569580e-01 2.971273064613342285e-01 7.644446939229965210e-02 1.455726176500320435e-01 8.553343266248703003e-02
2.205270826816558838e-01 7.910678535699844360e-02 -5.593979358673095703e-02 -3.127992153167724609e-03 3.701949492096900940e-02 -6.820081174373626709e-02 -4.028059542179107666e-02 -1.843498945236206055e-01 4.289225488901138306e-02
1.518402397632598877e-01 -2.698115818202495575e-02 -3.601090908050537109e-01 5.324806645512580872e-02 -1.076557412743568420e-01 -1.898601949214935303e-01 2.882922589778900146e-01 -1.110622435808181763e-01 2.460236549377441406e-01
3.700648844242095947e-01 3.158682882785797119e-01 2.646281421184539795e-01 -2.467697858810424805e-01 4.641981050372123718e-02 1.703004240989685059e-01 -2.659417986869812012e-01 3.181646764278411865e-01 -1.011889725923538208e-01
-1.809356510639190674e-01 3.016361594200134277e-02 -3.096536695957183838e-01 7.644256204366683960e-02 -1.358000338077545166e-01 -3.028258122503757477e-02 -1.878220438957214355e-01 6.061497330665588379e-02 -2.554577961564064026e-02
-2.588420212268829346e-01 3.710734546184539795e-01 -6.135347485542297363e-02 -7.345277816057205200e-02 2.899626195430755615e-01 -1.249289046972990036e-02 2.669026553630828857e-01 3.109416663646697998e-01 -6.145607307553291321e-02
-6.548951566219329834e-02 -2.339353859424591064e-01 -1.249397620558738708e-01 2.150416672229766846e-01 2.019925415515899658e-01 -1.430197060108184814e-01 1.448963135480880737e-01 -5.247560143470764160e-02 -1.983417943120002747e-02
-2.130595780909061432e-02 1.452023535966873169e-01 6.986142694950103760e-02 3.206809461116790771e-01 7.840211689472198486e-02 5.252505093812942505e-02 -2.676806449890136719e-01 -3.140673041343688965e-02 -1.510879099369049072e-01
-9.335096925497055054e-02 3.439385890960693359e-01 2.758952416479587555e-02 2.949533164501190186e-01 -1.429677009582519531e-01 -8.333366364240646362e-02 -3.558766841888427734e-01 5.785518512129783630e-02 7.526277005672454834e-02
1.190745607018470764e-01 -2.405116558074951172e-01 -1.251643151044845581e-01 5.876398831605911255e-02 -1.245632916688919067e-01 -8.238751441240310669e-02 -4.904836043715476990e-02 3.265998959541320801e-01 3.111508442088961601e-03
-2.106428593397140503e-01 -5.795468762516975403e-02 1.653294116258621216e-01 1.591814458370208740e-01 4.898641258478164673e-02 -1.948588155210018158e-02 4.782433435320854187e-02 -6.048433110117912292e-02 3.626594543457031250e-01
2.732223868370056152e-01 1.073906049132347107e-01 -4.750619828701019287e-02 8.054551482200622559e-02 2.557018697261810303e-01 -3.404332399368286133e-01 -1.643830686807632446e-01 -8.577506989240646362e-02 2.468060106039047241e-01
2.839590981602668762e-02 1.025167256593704224e-01 1.350159943103790283e-01 -1.386980861425399780e-01 -3.836320713162422180e-02 2.513246536254882812e-01 -1.120713874697685242e-01 4.450079519301652908e-03 -2.350285500288009644e-01
1.216761418618261814e-03 1.214981079101562500e-02 -3.255511820316314697e-02 -1.620982289314270020e-01 -2.103859931230545044e-01 3.167188763618469238e-01 2.174624502658843994e-01 -2.729652822017669678e-02 -2.503420710563659668e-01
2.039161473512649536e-01 -1.053483709692955017e-01 -1.444429457187652588e-01 -3.700763881206512451e-01 1.868358254432678223e-02 1.062057167291641235e-01 -1.568355262279510498e-01 2.240293473005294800e-01 -9.981154650449752808e-02
-1.911059617996215820e-01 -1.961173415184020996e-01 -3.939880058169364929e-02 2.571392618119716644e-02 6.747734546661376953e-02 1.237882971763610840e-01 1.617408841848373413e-01 -2.275457233190536499e-01 -2.561638355255126953e-01
-2.285839170217514038e-01 -3.795440122485160828e-02 -2.850199937820434570e-01 4.935319349169731140e-02 1.321993675082921982e-02 6.162422709167003632e-03 -1.566073447465896606e-01 2.565623223781585693e-01 -6.199436262249946594e-02
6.155414506793022156e-02 3.017038106918334961e-01 7.122730463743209839e-02 2.487770281732082367e-02 7.872381806373596191e-02 -1.981955394148826599e-02 -2.414748221635818481e-01 3.176278248429298401e-02 -4.345916211605072021e-02
1.120330914855003357e-01 -1.340597122907638550e-01 7.536102086305618286e-02 1.665823757648468018e-01 -9.051528573036193848e-02 -1.523133367300033569e-01 -1.726150363683700562e-01 7.033845037221908569e-02 2.983853816986083984e-01
-6.532741338014602661e-02 -1.862351149320602417e-01 -1.452617198228836060e-01 -2.748561203479766846e-01 6.525791436433792114e-02 -1.298399269580841064e-01 5.276596173644065857e-02 -1.544316858053207397e-01 4.537985101342201233e-02
3.070796374231576920e-03 -1.402372568845748901e-01 -3.432818949222564697e-01 -2.020344734191894531e-01 4.965400695800781250e-02 1.065821871161460876e-01 3.170355409383773804e-02 -1.008406206965446472e-01 -7.154819369316101074e-02
2.098122388124465942e-01 5.330401286482810974e-02 -1.702076382935047150e-02 -1.018857881426811218e-01 -1.156980395317077637e-01 -2.308093756437301636e-01 1.066467985510826111e-01 -1.819835156202316284e-01 -6.733967363834381104e-02
-1.666894257068634033e-01 1.985232383012771606e-01 1.647970229387283325e-01 6.491595506668090820e-02 -1.012749299407005310e-01 -1.051371023058891296e-01 -1.503473669290542603e-01 -1.580561846494674683e-01 -1.457361131906509399e-01
2.571011185646057129e-01 -2.572173178195953369e-01 1.962670236825942993e-01 2.868694067001342773e-01 -3.052520453929901123e-01 2.087837457656860352e-01 -7.049660384654998779e-02 5.072169378399848938e-02 1.534348726272583008e-01
-6.516606360673904419e-02 -7.377123087644577026e-02 2.239434421062469482e-02 -1.216521039605140686e-01 6.822676211595535278e-02 2.804169356822967529e-01 1.711418032646179199e-01 1.263970881700515747e-01 1.403424590826034546e-01
-1.291924268007278442e-01 -1.780955493450164795e-01 -1.459473222494125366e-01 1.990853250026702881e-01 3.105738572776317596e-02 2.328441245481371880e-03 7.132693380117416382e-02 -2.609263360500335693e-01 -3.330509364604949951e-01
1.129818242043256760e-02 2.236576080322265625e-01 2.247518748044967651e-01 -2.012161463499069214e-01 -9.066718071699142456e-02 3.044205605983734131e-01 3.111458197236061096e-02 3.685575425624847412e-01 -2.450345754623413086e-01
2.341743558645248413e-01 -2.885030806064605713e-01 1.846360862255096436e-01 3.186219930648803711e-02 -2.972174584865570068e-01 -5.686504766345024109e-02 1.379938572645187378e-01 9.502619504928588867e-02 -9.482581168413162231e-02
1.863002330064773560e-01 2.684766948223114014e-01 1.045784726738929749e-01 -4.318077489733695984e-02 -2.409207820892333984e-01 -1.904451102018356323e-01 -1.912132501602172852e-01 1.147805601358413696e-01 -3.008927106857299805e-01
1.170471459627151489e-01 1.162794828414916992e-01 2.641717158257961273e-02 2.336217612028121948e-01 1.725983321666717529e-01 -1.756225079298019409e-01 6.056892871856689453e-02 8.574987202882766724e-02 1.263923794031143188e-01
5.380616709589958191e-02 -1.674559861421585083e-01 -2.601375570520758629e-03 -1.901992559432983398e-01 4.424748010933399200e-03 -8.125641196966171265e-02 8.088523149490356445e-02 -1.962778531014919281e-02 -2.692402303218841553e-01
-1.692204326391220093e-01 -7.693012803792953491e-02 1.227715760469436646e-01 -3.375684618949890137e-01 -5.381646379828453064e-02 2.190411090850830078e-01 3.300011157989501953e-01 1.586453020572662354e-01 -6.324311345815658569e-02
-9.985627979040145874e-02 -7.060381025075912476e-02 -1.135725155472755432e-01 2.238244265317916870e-01 -1.375069320201873779e-01 -1.127971336245536804e-01 1.483236402273178101e-01 -2.935868501663208008e-01 -4.866722971200942993e-02
3.013875894248485565e-02 2.768690884113311768e-01 -1.286425441503524780e-02 2.826306223869323730e-02 9.430914185941219330e-03 3.025308549404144287e-01 9.757369756698608398e-03 2.243432253599166870e-01 9.296379983425140381e-02
-9.182210266590118408e-02 -1.503487229347229004e-01 -9.806327521800994873e-02 -1.047673746943473816e-01 -3.962860628962516785e-02 -7.344519346952438354e-02 9.820765815675258636e-03 -2.120612859725952148e-01 2.563892304897308350e-01
-3.264009654521942139e-01 1.494411230087280273e-01 -3.134372457861900330e-02 4.578116163611412048e-02 1.836156696081161499e-01 2.563145160675048828e-01 -2.952568233013153076e-01 2.484621480107307434e-02 -1.812594830989837646e-01
-1.821528822183609009e-01 -3.495064098387956619e-03 -2.144893258810043335e-01 -2.655253410339355469e-01 1.181619316339492798e-01 -3.024557530879974365e-01 3.944018781185150146e-01 -3.673956096172332764e-01 -7.228293921798467636e-03
1.504104435443878174e-01 -2.884652349166572094e-04 -1.456078886985778809e-01 1.423214375972747803e-02 -2.478078603744506836e-01 -7.704053074121475220e-02 1.281747873872518539e-02 -1.697062253952026367e-01 1.251185536384582520e-01
-1.699499934911727905e-01 1.375123709440231323e-01 6.458050757646560669e-02 -6.892616301774978638e-02 7.810301613062620163e-03 1.737751960754394531e-01 -1.606023013591766357e-01 -1.780646592378616333e-01 1.930828392505645752e-01
-6.103312596678733826e-02 3.364792764186859131e-01 -5.329171940684318542e-02 -1.484998017549514771e-01 -1.097617521882057190e-01 -2.096303505823016167e-03 -1.901654154062271118e-01 1.521028578281402588e-01 -5.604832246899604797e-02
9.389033168554306030e-02 -7.919764518737792969e-02 -1.635738462209701538e-01 1.427084654569625854e-01 2.533841729164123535e-01 2.436312437057495117e-01 -1.436320394277572632e-01 -2.078537493944168091e-01 -5.817866325378417969e-02
5.273842439055442810e-02 -5.412515625357627869e-02 -5.917329341173171997e-02 2.878523766994476318e-01 6.138114258646965027e-02 -2.434426993131637573e-01 -1.805477589368820190e-01 8.707424253225326538e-02 -1.318860799074172974e-01
2.543097436428070068e-01 -3.947050869464874268e-01 -3.327970802783966064e-01 1.019537597894668579e-01 -1.502828598022460938e-01 2.288189381361007690e-01 -1.952884942293167114e-01 2.473199367523193359e-02 1.380412429571151733e-01
-3.163654804229736328e-01 1.297457069158554077e-01 1.257060617208480835e-01 -1.389330485835671425e-03 -1.231191307306289673e-01 -2.279781550168991089e-01 -7.629942148923873901e-02 -3.343736752867698669e-02 -2.901234328746795654e-01
5.953933671116828918e-02 -2.221109420061111450e-01 -1.357526797801256180e-02 9.402526915073394775e-02 9.701045602560043335e-02 2.585523128509521484e-01 1.782294660806655884e-01 5.305243283510208130e-02 7.113247644156217575e-03
3.432795703411102295e-01 2.635301351547241211e-01 -2.043506652116775513e-01 -1.273343246430158615e-02 -1.188457757234573364e-01 -3.281851708889007568e-01 -1.283044666051864624e-01 -1.675428450107574463e-02 -2.849561860784888268e-03
-1.551992297172546387e-01 2.234285930171608925e-03 -1.693115681409835815e-01 -1.782929711043834686e-02 3.636160492897033691e-01 -1.276761442422866821e-01 -2.162149995565414429e-01 2.709186971187591553e-01 -1.278761178255081177e-01
-2.462758123874664307e-02 -3.391482830047607422e-01 7.365337107330560684e-03 -3.164660558104515076e-02 3.012473881244659424e-01 3.767293989658355713e-01 1.625319868326187134e-01 -1.972914785146713257e-01 -8.750682324171066284e-02
2.999851666390895844e-02 -1.149675622582435608e-02 1.626915037631988525e-01 -2.022700309753417969e-01 1.278149485588073730e-01 8.005132526159286499e-02 -1.534283347427845001e-02 -7.725552469491958618e-02 -2.575999200344085693e-01
1.291888803243637085e-01 1.622397899627685547e-01 -7.629636675119400024e-02 -1.902727931737899780e-01 3.385879695415496826e-01 -1.498663872480392456e-01 1.759049892425537109e-01 -2.015723735094070435e-01 1.104368194937705994e-01
-5.551117658615112305e-02 -7.516504079103469849e-02 -3.075425624847412109e-01 2.636519372463226318e-01 -3.776514232158660889e-01 1.239856630563735962e-01 3.504545390605926514e-01 9.788987785577774048e-02 -8.879938721656799316e-02
-9.590473026037216187e-02 1.008431538939476013e-01 4.278176929801702499e-03 7.171092182397842407e-02 8.195219933986663818e-02 -9.952259249985218048e-03 -1.536734104156494141e-01 1.130026578903198242e-01 1.306012421846389771e-01
4.646721854805946350e-02 -3.435315787792205811e-01 -1.371683925390243530e-01 -1.164195686578750610e-01 -2.200162410736083984e-01 -2.640629410743713379e-01 2.716723084449768066e-01 3.464890643954277039e-02 5.014572292566299438e-02
1.409344971179962158e-01 1.212487742304801941e-01 -2.149532139301300049e-01 -2.444377690553665161e-01 1.408250033855438232e-01 -1.063169389963150024e-01 -6.469913572072982788e-02 9.132582694292068481e-02 3.087692558765411377e-01
