-1.177409384399652481e-02 7.609485834836959839e-02 1.999017149209976196e-01 -3.884800896048545837e-02 -1.698767207562923431e-02 -2.154171019792556763e-01 -6.163470819592475891e-02 -2.402606308460235596e-01 8.781628310680389404e-02 5.991481617093086243e-02
-3.319091349840164185e-02 2.012144625186920166e-01 1.299284845590591431e-01 -1.680208370089530945e-02 -1.680476516485214233e-01 -8.183892071247100830e-02 -9.013769775629043579e-02 2.046782821416854858e-01 -4.345502331852912903e-02 -1.107647567987442017e-01
-1.633008420467376709e-01 -2.176155298948287964e-01 1.053474172949790955e-01 -2.615866065025329590e-01 3.636600077152252197e-01 1.687152981758117676e-01 -2.161407768726348877e-01 1.508624851703643799e-01 1.428970843553543091e-01 8.274363726377487183e-02
3.279908895492553711e-01 1.215824708342552185e-01 -1.368822753429412842e-01 1.858994364738464355e-01 -2.546013891696929932e-02 -2.860510051250457764e-01 -1.827456951141357422e-01 2.540311813354492188e-01 6.545040756464004517e-02 -8.026807755231857300e-02
3.477899730205535889e-01 -1.281244605779647827e-01 -1.315168440341949463e-01 2.763645946979522705e-01 1.883916109800338745e-01 -7.386553566902875900e-03 2.466732114553451538e-01 3.169491887092590332e-02 4.916882142424583435e-02 -3.933383822441101074e-01
-4.296247661113739014e-02 5.103429034352302551e-02 1.919409446418285370e-02 -1.044586650095880032e-03 1.284331083297729492e-01 -1.471493989229202271e-01 -6.543236225843429565e-02 2.705746591091156006e-01 -3.410161435604095459e-01 -6.817643530666828156e-03
-2.641278207302093506e-01 -1.044872328639030457e-01 2.014610320329666138e-01 -4.813551157712936401e-02 1.056280881166458130e-01 -1.510941982269287109e-02 -1.757327318191528320e-01 -1.393458843231201172e-01 2.381213456392288208e-01 1.126422286033630371e-01
-3.013907372951507568e-01 -6.311718374490737915e-02 -2.460747510194778442e-01 1.278046369552612305e-01 -1.616057455539703369e-01 -1.613079756498336792e-01 1.232432723045349121e-01 -1.454484462738037109e-01 -1.522643584758043289e-02 1.591711044311523438e-01
-1.136625409126281738e-01 7.415833324193954468e-02 -2.953749299049377441e-01 9.731301665306091309e-02 -2.815780341625213623e-01 1.237334832549095154e-01 8.956813812255859375e-02 -1.470983624458312988e-01 -8.838897198438644409e-02 -1.967184804379940033e-02
-1.658962070941925049e-01 -5.714462604373693466e-03 -8.511736989021301270e-02 -1.112034693360328674e-01 -9.833016246557235718e-02 -2.698363959789276123e-01 -2.260582707822322845e-02 2.370408326387405396e-01 1.443962901830673218e-01 1.242215186357498169e-01
