1.423166245222091675e-01 -1.825467199087142944e-01 1.067070886492729187e-01 -1.651168800890445709e-02 -4.574940726161003113e-02 -5.544156581163406372e-02 3.669112548232078552e-02 1.105130538344383240e-01 2.636992633342742920e-01 -2.145400792360305786e-01 9.272664040327072144e-02 -3.773910701274871826e-01 -1.025580987334251404e-01 -1.647114753723144531e-01 -3.666599392890930176e-01 3.269352763891220093e-02 -1.590149849653244019e-01 -3.447670489549636841e-02 -9.723955392837524414e-02 3.227585554122924805e-01
-2.268532067537307739e-01 6.739395111799240112e-02 -1.656124889850616455e-01 -5.875818803906440735e-02 -4.691040888428688049e-02 -1.496224571019411087e-02 -2.746728360652923584e-01 -6.194201856851577759e-02 3.083131611347198486e-01 9.817066788673400879e-02 1.893524266779422760e-02 2.046357840299606323e-03 6.814064830541610718e-02 5.668725445866584778e-02 -1.148669347167015076e-01 -4.513117298483848572e-02 2.220250815153121948e-01 9.721615165472030640e-02 2.444742433726787567e-02 -6.927087437361478806e-03
2.258368283510208130e-01 -1.245276257395744324e-02 -7.229761779308319092e-02 1.626235097646713257e-01 -1.571761071681976318e-01 -9.799564629793167114e-02 1.303245872259140015e-01 -1.000787392258644104e-01 9.690151363611221313e-02 -1.314172148704528809e-01 1.460413187742233276e-01 2.524649910628795624e-02 -2.449258863925933838e-01 5.173752456903457642e-02 2.929162085056304932e-01 3.319578468799591064e-01 6.287158280611038208e-02 -2.228712886571884155e-01 -1.745676994323730469e-01 3.137424290180206299e-01
-1.054312735795974731e-01 3.495994508266448975e-01 2.827734127640724182e-02 -8.734276145696640015e-02 1.292455643415451050e-01 1.582559794187545776e-01 -2.067723572254180908e-01 4.294382408261299133e-02 -6.757529079914093018e-02 2.236746400594711304e-01 5.723104625940322876e-02 -2.669105771929025650e-03 -6.059028580784797668e-02 1.160243898630142212e-01 8.604737929999828339e-03 1.352968811988830566e-01 5.457580089569091797e-02 1.129918918013572693e-01 4.271144792437553406e-02 7.020082324743270874e-02
-6.077128648757934570e-02 1.495331972837448120e-01 -1.916555911302566528e-01 2.547452747821807861e-01 -1.681411117315292358e-01 2.278357595205307007e-01 6.066616252064704895e-02 3.744850400835275650e-03 -1.769035309553146362e-01 1.078925561159849167e-02 1.310723125934600830e-01 -1.888068914413452148e-01 -3.841485679149627686e-01 3.447108669206500053e-03 -1.875790357589721680e-01 -5.689793452620506287e-02 -2.596571445465087891e-01 8.194859325885772705e-02 -2.402184754610061646e-01 -3.096545673906803131e-02
-2.302678674459457397e-01 1.014281064271926880e-01 -7.722556591033935547e-02 -1.180601716041564941e-01 1.828876137733459473e-01 -1.595759838819503784e-01 -3.184017837047576904e-01 -2.836517095565795898e-01 -3.215068951249122620e-03 -2.827063202857971191e-02 -5.943382531404495239e-02 -2.150065451860427856e-01 -4.083571955561637878e-02 2.656497657299041748e-01 -4.174047708511352539e-02 -3.218757361173629761e-02 2.410021983087062836e-02 2.581587731838226318e-01 9.556244313716888428e-02 3.701339289546012878e-02
-2.010264843702316284e-01 -2.024050801992416382e-01 8.555890619754791260e-02 -3.296280801296234131e-01 -2.379594892263412476e-01 -3.387579619884490967e-01 -1.570027619600296021e-01 -3.903666883707046509e-02 4.718500375747680664e-02 2.079455405473709106e-01 -1.196880266070365906e-01 -1.470994856208562851e-02 5.823585670441389084e-03 -1.666790805757045746e-02 -1.147113591432571411e-01 8.394527435302734375e-02 4.096120223402976990e-02 6.996560376137495041e-03 9.016670286655426025e-02 9.113086014986038208e-02
-1.480955034494400024e-01 5.603377893567085266e-02 -1.355905681848526001e-01 1.798985451459884644e-01 3.688840940594673157e-02 2.731858566403388977e-02 9.580564498901367188e-02 1.988983750343322754e-01 3.513031303882598877e-01 2.928421497344970703e-01 -2.296974658966064453e-01 -2.061018794775009155e-01 -6.940528750419616699e-02 -4.099948331713676453e-02 2.438376992940902710e-01 -1.351622343063354492e-01 -6.639106571674346924e-02 2.455462515354156494e-01 1.274022459983825684e-01 -1.545054763555526733e-01
-1.182424426078796387e-01 1.222328692674636841e-01 5.633988184854388237e-04 2.199373096227645874e-01 -6.211266666650772095e-02 -3.762402012944221497e-02 1.555073112249374390e-01 -3.221472725272178650e-02 -3.132229745388031006e-01 -2.890737354755401611e-01 -1.653239279985427856e-01 7.060562819242477417e-02 1.170571371912956238e-01 -4.621465131640434265e-02 1.189707871526479721e-02 -2.669697068631649017e-02 -1.943463534116744995e-01 -5.880505591630935669e-02 1.052900329232215881e-01 2.076229602098464966e-01
-3.464331850409507751e-02 -1.708823144435882568e-01 9.095546603202819824e-02 1.941022872924804688e-01 1.201091893017292023e-02 1.964224427938461304e-01 2.336532920598983765e-01 1.376380771398544312e-01 2.090952843427658081e-01 2.009717226028442383e-01 -2.897783517837524414e-01 1.205184124410152435e-02 -2.392044812440872192e-01 -8.069869875907897949e-02 -1.512572634965181351e-03 8.679889887571334839e-02 -1.993775814771652222e-01 3.388455603271722794e-03 1.876339167356491089e-01 7.013156265020370483e-02
