9.432464092969894409e-02 2.127185910940170288e-01 -1.059316918253898621e-01
7.284402102231979370e-02 -7.516059279441833496e-02 -1.622058749198913574e-01
-8.768424391746520996e-02 2.006808370351791382e-01 -1.986701935529708862e-01
1.276886314153671265e-01 6.655803322792053223e-02 -1.917246878147125244e-01
-3.617299348115921021e-02 1.349975168704986572e-01 1.789328157901763916e-01
-2.641211152076721191e-01 3.714575469493865967e-01 1.315286904573440552e-01
-1.887045353651046753e-01 -2.216888964176177979e-01 2.352065294981002808e-01
1.977903097867965698e-01 4.646592214703559875e-02 6.563989818096160889e-02
-1.850515455007553101e-01 1.860495284199714661e-02 -1.260019391775131226e-01
2.500872015953063965e-01 -1.204563304781913757e-01 2.792949043214321136e-02
8.937966078519821167e-02 -2.610899880528450012e-02 -2.924340367317199707e-01
2.634134329855442047e-02 3.632116615772247314e-01 -1.858665496110916138e-01
-5.978375673294067383e-02 5.498524382710456848e-02 -9.641100466251373291e-02
1.617643386125564575e-01 2.597942054271697998e-01 -1.511022746562957764e-01
-1.331373900175094604e-01 -1.187840476632118225e-01 -7.890167832374572754e-02
1.524401735514402390e-02 2.293156683444976807e-01 -6.852491945028305054e-02
5.708917975425720215e-02 -1.270481199026107788e-01 -3.034810423851013184e-01
3.365939483046531677e-02 -9.876570850610733032e-02 -2.044937163591384888e-01
-3.308673799037933350e-01 4.269203916192054749e-02 -1.790784001350402832e-01
-2.010330259799957275e-01 3.405909538269042969e-01 8.194977790117263794e-02
-1.076122466474771500e-02 1.577947586774826050e-01 8.253639936447143555e-02
-1.013722345232963562e-01 -3.748041018843650818e-02 -6.296539306640625000e-02
2.402550727128982544e-01 3.483882918953895569e-02 -9.311015158891677856e-02
3.810068368911743164e-01 -2.394174970686435699e-02 -3.120963573455810547e-01
7.050784770399332047e-03 -1.587854325771331787e-01 1.260000616312026978e-01
-2.809545695781707764e-01 -2.469063363969326019e-02 -5.184761248528957367e-03
2.855990268290042877e-02 -1.272556483745574951e-01 6.519409362226724625e-03
1.823440543375909328e-03 2.977019548416137695e-01 1.172068044543266296e-01
1.489772647619247437e-01 3.247740492224693298e-02 -3.497373163700103760e-01
1.187671795487403870e-01 1.075788065791130066e-01 2.573152482509613037e-01
9.260135702788829803e-03 -2.045437097549438477e-01 1.201602220535278320e-01
1.090646907687187195e-01 7.721918076276779175e-02 2.013830244541168213e-01
-2.173550426959991455e-02 6.806772947311401367e-02 -2.227953225374221802e-01
-3.171118199825286865e-01 -2.635022699832916260e-01 3.570110723376274109e-02
-2.404102496802806854e-02 -9.107898920774459839e-02 -3.794496059417724609e-01
9.461378306150436401e-02 -3.577518165111541748e-01 6.003322079777717590e-02
-1.211969479918479919e-01 2.217591553926467896e-01 2.049117088317871094e-01
-3.397956490516662598e-01 -2.293457463383674622e-02 1.321529000997543335e-01
3.205027803778648376e-02 2.062458358705043793e-02 -9.766115993261337280e-02
-1.771429479122161865e-01 -2.581725418567657471e-01 -2.263234853744506836e-01
-1.365952938795089722e-01 7.220230251550674438e-02 2.380982935428619385e-01
2.339356988668441772e-01 3.837366104125976562e-01 -1.127028837800025940e-01
-5.535632371902465820e-02 1.588901728391647339e-01 -1.588133573532104492e-01
2.279825210571289062e-01 -1.736898124217987061e-01 2.526915967464447021e-01
1.939370334148406982e-01 2.588168382644653320e-01 4.114223644137382507e-02
1.843388229608535767e-01 3.319567441940307617e-01 -2.689113914966583252e-01
-7.271127402782440186e-02 -2.742136083543300629e-02 1.532480120658874512e-01
1.622713655233383179e-01 -2.469752877950668335e-01 -3.379370272159576416e-01
-3.769900649785995483e-02 -1.158487349748611450e-01 -2.295470982789993286e-01
9.065129607915878296e-02 -3.849736973643302917e-02 -2.400585860013961792e-01
-1.452226489782333374e-01 2.984111011028289795e-01 -2.081939727067947388e-01
1.637003719806671143e-01 2.032064646482467651e-01 3.788221776485443115e-01
-1.858779639005661011e-01 -1.293713459745049477e-03 -4.486471787095069885e-02
2.873885631561279297e-01 -3.066776096820831299e-01 3.941160440444946289e-02
8.185081183910369873e-02 -2.785247564315795898e-01 2.989034652709960938e-01
2.539993524551391602e-01 -1.078589353710412979e-02 2.067767679691314697e-01
1.425662487745285034e-01 -1.068021282553672791e-01 6.068299338221549988e-02
-3.434034287929534912e-01 1.198427900671958923e-01 4.069639742374420166e-02
1.178016886115074158e-01 9.096751362085342407e-02 1.170460134744644165e-01
1.034961938858032227e-01 2.339219897985458374e-01 -2.681784927845001221e-01
